permno,ticker,weight,sector,g_value,g_profitability,g_investment_issuance_accruals,g_quality,g_surprise,g_volatility_beta,g_liquidity,factors_score,dtc_raw,si_ratio,novelty,novel_x_neg,neg_share,n_filings,flag_novel_distress,flag_hard_abrupt,flag_litigation,text_score,reason,Date
13721,ABBV,0.01,35,0.10531053105310528,0.5913591359135913,-0.6087608760876088,0.4527452745274527,0.5058505850585059,0.5769576957695769,-0.05040504050405037,0.26548904890489045,2.33,0.00784341485629355,,,,0.0,False,False,False,0.0,"LONG 1.00% NAV; factors +0.27 (for: profitability +0.59, volatility_beta +0.58; against: investment_issuance_accruals -0.61); short interest 0.8% of shares, days-to-cover 2.3",2021-01-01
13788,ZTS,0.01,35,-0.44194419441944194,0.7503750375037503,-0.2859285928592859,0.5693069306930693,0.2763276327632763,0.7353735373537353,0.07920792079207917,0.27289603960396036,2.44,0.007713961385996953,0.5847457647323608,0.0012851555366069078,0.002197802299633622,1.0,False,False,False,0.06060606060606059,"LONG 1.00% NAV; factors +0.27 (for: profitability +0.75, volatility_beta +0.74; against: value -0.44); short interest 0.8% of shares, days-to-cover 2.4; 8-K month: novelty 0.58",2021-01-01
13802,APAM,0.01,40,0.16291629162916288,0.7419741974197421,-0.0681068106810681,0.6552655265526552,0.477047704770477,-0.2193219321932193,0.3231323132313231,0.21669666966696666,5.19,0.026315810894409535,0.04580152779817581,0.0,0.0,1.0,False,False,False,0.5097643097643098,"LONG 1.00% NAV; factors +0.22 (for: profitability +0.74, quality +0.66; against: volatility_beta -0.22); short interest 2.6% of shares, days-to-cover 5.2; 8-K month: novelty 0.05",2021-01-01
13837,EVTC,0.01,45,-0.021302130213021336,0.5865586558655865,0.2277227722772277,0.3235823582358236,0.5337533753375338,0.08490849084908487,0.4401440144014402,0.38195694569456945,1.59,0.008275619897923707,0.5809524059295654,0.0,0.0,1.0,False,False,False,0.2282828282828283,"LONG 1.00% NAV; factors +0.38 (for: profitability +0.59, surprise +0.53; against: value -0.02); short interest 0.8% of shares, days-to-cover 1.6; 8-K month: novelty 0.58",2021-01-01
13901,MO,0.01,30,-0.0831083108310831,0.4677467746774678,0.7083708370837084,0.09495949594959496,0.5355535553555356,0.49174917491749176,-0.03240324032403241,0.3898702370237023,1.36,0.007804014057109834,0.0746268630027771,0.0,0.0,1.0,False,False,False,0.48686868686868684,"LONG 1.00% NAV; factors +0.39 (for: investment_issuance_accruals +0.71, surprise +0.54; against: value -0.08); short interest 0.8% of shares, days-to-cover 1.4; 8-K month: novelty 0.07",2021-01-01
14008,AMGN,0.01,35,0.14371437143714372,0.7755775577557756,0.22952295229522957,0.5954095409540954,0.1989198919891989,0.7467746774677467,-0.04680468046804681,0.3473784878487849,3.32,0.01195323361577036,,,,0.0,False,False,False,0.0,"LONG 1.00% NAV; factors +0.35 (for: profitability +0.78, volatility_beta +0.75; against: liquidity -0.05); short interest 1.2% of shares, days-to-cover 3.3",2021-01-01
14406,ESI,0.01,15,0.24092409240924084,-0.07170717071707171,0.22712271227122716,0.6107110711071106,0.5103510351035104,-0.4287428742874287,0.3438343834383438,0.21326507650765075,2.97,0.024637798174044247,0.14606741070747375,0.0,0.0,1.0,False,False,False,0.44915824915824915,"LONG 1.00% NAV; factors +0.21 (for: quality +0.61, surprise +0.51; against: volatility_beta -0.43); short interest 2.5% of shares, days-to-cover 3.0; 8-K month: novelty 0.15",2021-01-01
14702,AMAT,0.01,45,0.021902190219021882,0.6921692169216923,-0.3207320732073208,0.8091809180918091,0.6894689468946894,-0.0609060906090609,-0.441944194419442,0.25375037503750375,2.15,0.012640573908043087,0.9577205777168274,0.003521031467244029,0.0018382353009656072,2.0,False,False,False,-0.3474747474747475,"LONG 1.00% NAV; factors +0.25 (for: quality +0.81, profitability +0.69; against: liquidity -0.44); short interest 1.3% of shares, days-to-cover 2.1; 8-K month: novelty 0.96",2021-01-01
14795,TKR,0.01,20,0.4809480948094809,0.23732373237323734,0.11551155115511554,0.45409540954095406,0.13591359135913594,-0.2079207920792079,0.2763276327632764,0.28272202220222026,1.82,0.010624648335898932,,,,0.0,False,False,False,0.0,"LONG 1.00% NAV; factors +0.28 (for: value +0.48, quality +0.45; against: volatility_beta -0.21); short interest 1.1% of shares, days-to-cover 1.8",2021-01-01
14926,CDK,0.01,45,0.3201320132013201,0.23162316231623167,0.26912691269126915,0.09630963096309625,0.3339333933393339,0.4617461746174618,0.20882088208820881,0.3166066606660666,2.22,0.016548456486042692,,,,0.0,False,False,False,0.0,"LONG 1.00% NAV; factors +0.32 (for: volatility_beta +0.46, surprise +0.33; against: quality +0.10); short interest 1.7% of shares, days-to-cover 2.2",2021-01-01
16736,VST,0.01,55,0.864986498649865,0.03150315031503148,0.4185418541854185,0.6863186318631863,0.16291629162916293,-0.028502850285028525,0.0432043204320432,0.3696932193219322,1.81,0.0110225521022869,0.48275861144065857,0.004349176771938801,0.005878130905330181,2.0,False,True,False,-0.3602693602693603,"LONG 1.00% NAV; factors +0.37 (for: value +0.86, quality +0.69; against: volatility_beta -0.03); short interest 1.1% of shares, days-to-cover 1.8; text flags (advisory, not traded): hard_abrupt",2021-01-01
17929,UGI,0.01,55,0.5943594359435943,0.009300930093009288,0.09750975097509751,0.23807380738073802,0.37623762376237624,0.42994299429942995,0.531953195319532,0.3193256825682569,2.96,0.011374938228365534,0.7352941036224365,0.022624434903264046,0.017835596576333046,2.0,False,False,False,-0.4148148148148148,"LONG 1.00% NAV; factors +0.32 (for: value +0.59, liquidity +0.53; against: profitability +0.01); short interest 1.1% of shares, days-to-cover 3.0; 8-K month: novelty 0.74",2021-01-01
18163,PG,0.01,30,0.022502250225022502,0.6063606360636064,0.07770777077707769,0.9482448244824482,0.3915391539153915,0.9603960396039604,0.006300630063006296,0.4449257425742574,2.34,0.005957002443130078,0.7174515128135681,0.0,0.0,1.0,False,False,False,0.14882154882154877,"LONG 1.00% NAV; factors +0.44 (for: volatility_beta +0.96, quality +0.95; against: liquidity +0.01); short interest 0.6% of shares, days-to-cover 2.3; 8-K month: novelty 0.72",2021-01-01
20482,ABT,0.01,35,-0.29492949294929494,0.21332133213321325,0.14191419141914197,0.6957695769576957,0.2151215121512151,0.8289828982898291,0.04860486048604862,0.32313231323132313,1.9,0.005008778116434453,,,,0.0,False,False,False,0.0,"LONG 1.00% NAV; factors +0.32 (for: volatility_beta +0.83, quality +0.70; against: value -0.29); short interest 0.5% of shares, days-to-cover 1.9",2021-01-01
20512,CACI,0.01,45,0.5145514551455146,0.15991599159915995,-0.1917191719171917,0.738973897389739,-0.03690369036903696,0.7155715571557155,0.04410441044104413,0.2972922292229223,2.62,0.013747967802054006,0.05179283022880554,0.00041269187931902707,0.007968127727508545,1.0,False,False,False,0.3824915824915825,"LONG 1.00% NAV; factors +0.30 (for: quality +0.74, volatility_beta +0.72; against: investment_issuance_accruals -0.19); short interest 1.4% of shares, days-to-cover 2.6; 8-K month: novelty 0.05",2021-01-01
22111,JNJ,0.01,35,0.047104710471047105,0.6273627362736274,-0.13951395139513956,0.32943294329432943,0.07830783078307835,0.7167716771677167,0.009000900090008979,0.30295529552955297,1.86,0.004943405292904997,0.37681159377098083,0.0,0.0,1.0,False,True,False,0.33872053872053876,"LONG 1.00% NAV; factors +0.30 (for: volatility_beta +0.72, profitability +0.63; against: investment_issuance_accruals -0.14); short interest 0.5% of shares, days-to-cover 1.9; text flags (advisory, not traded): hard_abrupt",2021-01-01
25953,DOV,0.01,20,0.07110711071107116,0.3813381338133813,0.1887188718871887,0.6372637263726373,-0.135013501350135,0.40294029402940296,0.13951395139513956,0.2624887488748875,2.67,0.014008389832272749,,,,0.0,False,False,False,0.0,"LONG 1.00% NAV; factors +0.26 (for: quality +0.64, volatility_beta +0.40; against: surprise -0.14); short interest 1.4% of shares, days-to-cover 2.7",2021-01-01
27430,CTB,0.01,25,0.7767776777677767,0.024902490249024873,0.2787278727872787,0.4648964896489649,0.7857785778577858,-0.3513351335133514,0.45994599459945995,0.24623087308730873,6.09,0.04443055941557152,,,,0.0,False,False,False,0.0,"LONG 1.00% NAV; factors +0.25 (for: surprise +0.79, value +0.78; against: volatility_beta -0.35); short interest 4.4% of shares, days-to-cover 6.1",2021-01-01
29209,ARW,0.01,45,0.7353735373537355,-0.18871887188718875,0.6615661566156615,0.3262826282628263,0.2205220522052206,0.4275427542754275,0.12781278127812779,0.3294141914191419,2.87,0.01541163544907009,0.8687258958816528,0.006977717857807875,0.0051374007016420364,3.0,True,False,False,-0.7198653198653199,"LONG 1.00% NAV; factors +0.33 (for: value +0.74, investment_issuance_accruals +0.66; against: profitability -0.19); short interest 1.5% of shares, days-to-cover 2.9; text flags (advisory, not traded): novel_distress",2021-01-01
34032,MAS,0.01,20,-0.08370837083708375,0.7191719171917192,0.24212421242124216,0.8195319531953195,0.6948694869486949,0.2067206720672067,-0.20792079207920794,0.3722059705970596,2.26,0.02090082774117611,,,,0.0,False,False,False,0.0,"LONG 1.00% NAV; factors +0.37 (for: quality +0.82, profitability +0.72; against: liquidity -0.21); short interest 2.1% of shares, days-to-cover 2.3",2021-01-01
35124,CLGX,0.01,20,0.15991599159915984,0.3123312331233123,0.408940894089409,0.7988298829882988,0.6966696669666967,0.6975697569756975,-0.5778577857785778,0.32723897389738976,3.36,0.04907874876251945,,,,0.0,False,False,False,0.0,"LONG 1.00% NAV; factors +0.33 (for: quality +0.80, volatility_beta +0.70; against: liquidity -0.58); short interest 4.9% of shares, days-to-cover 3.4",2021-01-01
38295,SPB,0.01,30,0.2589258925892589,0.0009000900090008942,0.47974797479747977,0.41854185418541856,0.7119711971197119,-0.1377137713771377,0.18091809180918095,0.20844584458445847,4.63,0.03283180910821225,,,,0.0,False,False,False,0.0,"LONG 1.00% NAV; factors +0.21 (for: surprise +0.71, investment_issuance_accruals +0.48; against: volatility_beta -0.14); short interest 3.3% of shares, days-to-cover 4.6",2021-01-01
48653,HUM,0.01,35,0.47914791479147906,0.34773477347734766,-0.23432343234323436,0.8789378937893789,0.6831683168316832,0.18211821182118212,-0.09990999099909992,0.37040579057905787,1.93,0.011021331257886822,0.46194225549697876,0.0012092728866264224,0.0030390042811632156,2.0,False,False,False,0.12794612794612795,"LONG 1.00% NAV; factors +0.37 (for: quality +0.88, surprise +0.68; against: investment_issuance_accruals -0.23); short interest 1.1% of shares, days-to-cover 1.9; 8-K month: novelty 0.46",2021-01-01
48725,UNP,0.01,20,0.019501950195019508,0.4083408340834083,0.36153615361536157,0.39648964896489647,-0.07020702070207024,0.564956495649565,-0.011701170117011717,0.2780340534053405,2.32,0.008349366123089206,0.5142857432365417,0.0,0.0,1.0,False,False,False,0.26464646464646463,"LONG 1.00% NAV; factors +0.28 (for: volatility_beta +0.56, profitability +0.41; against: surprise -0.07); short interest 0.8% of shares, days-to-cover 2.3; 8-K month: novelty 0.51",2021-01-01
49154,TGT,0.01,25,0.20372037203720372,0.41674167416741675,0.30153015301530156,0.8433843384338434,0.594059405940594,0.9279927992799281,-0.4581458145814582,0.4127287728772877,2.5,0.015276712202934264,,,,0.0,False,False,False,0.0,"LONG 1.00% NAV; factors +0.41 (for: volatility_beta +0.93, quality +0.84; against: liquidity -0.46); short interest 1.5% of shares, days-to-cover 2.5",2021-01-01
49680,DHR,0.01,35,-0.17911791179117909,0.12511251125112513,-0.15751575157515751,0.3609360936093609,0.7902790279027903,0.8553855385538555,0.032403240324032356,0.32373237323732373,1.83,0.005814626599678762,,,,0.0,False,False,False,0.0,"LONG 1.00% NAV; factors +0.32 (for: volatility_beta +0.86, surprise +0.79; against: value -0.18); short interest 0.6% of shares, days-to-cover 1.8",2021-01-01
50948,SMTC,0.01,45,-0.3687368736873687,0.13471347134713474,0.5769576957695769,0.4374437443744374,0.3654365436543655,-0.11191119111911192,0.42034203420342037,0.23769876987698768,2.6,0.016409873390458903,0.0,0.0,0.0,1.0,False,False,False,0.5575757575757576,"LONG 1.00% NAV; factors +0.24 (for: investment_issuance_accruals +0.58, quality +0.44; against: value -0.37); short interest 1.6% of shares, days-to-cover 2.6; 8-K month: novelty 0.00",2021-01-01
55976,WMT,0.01,30,0.19591959195919592,0.3609360936093609,0.18991899189918993,0.7992799279927992,0.2628262826282628,0.9843984398439845,-0.003600360036003558,0.42645514551455144,2.2,0.005068364951440045,0.35087719559669495,0.00845487229526043,0.024096384644508362,1.0,False,False,False,-0.057912457912457915,"LONG 1.00% NAV; factors +0.43 (for: volatility_beta +0.98, quality +0.80; against: liquidity -0.00); short interest 0.5% of shares, days-to-cover 2.2; 8-K month: novelty 0.35",2021-01-01
56223,LPX,0.01,15,0.35913591359135916,0.4083408340834083,0.8151815181518152,0.8951395139513951,0.9297929792979297,-0.5745574557455745,-0.1539153915391539,0.3674054905490549,2.99,0.03563339248472431,,,,0.0,False,False,False,0.0,"LONG 1.00% NAV; factors +0.37 (for: surprise +0.93, quality +0.90; against: volatility_beta -0.57); short interest 3.6% of shares, days-to-cover 3.0",2021-01-01
57904,AFL,0.01,40,0.9153915391539155,0.013501350135013449,0.1437143714371437,-0.18181818181818182,0.7713771377137715,0.32253225322532253,0.0738073807380738,0.3013051305130513,2.8,0.01295682793670679,,,,0.0,False,False,False,0.0,"LONG 1.00% NAV; factors +0.30 (for: value +0.92, surprise +0.77; against: quality -0.18); short interest 1.3% of shares, days-to-cover 2.8",2021-01-01
58771,RBC,0.01,20,0.42574257425742573,-0.09030903090309032,0.3957395739573957,0.24572457245724572,0.5148514851485149,0.16831683168316833,0.4131413141314131,0.3737998799879988,1.43,0.00942278605739623,,,,0.0,False,False,False,0.0,"LONG 1.00% NAV; factors +0.37 (for: surprise +0.51, value +0.43; against: profitability -0.09); short interest 0.9% of shares, days-to-cover 1.4",2021-01-01
61241,AMD,0.01,45,-0.615961596159616,0.5505550555055505,-0.6915691569156918,0.9491449144914491,0.8514851485148516,0.129012901290129,-0.9756975697569756,0.13949519951995198,1.42,0.046219367464905035,,,,0.0,False,False,False,0.0,"LONG 1.00% NAV; factors +0.14 (for: quality +0.95, surprise +0.85; against: liquidity -0.98); short interest 4.6% of shares, days-to-cover 1.4",2021-01-01
61313,DCI,0.01,20,-0.004500450045004434,0.5073507350735074,0.4263426342634264,0.5918091809180918,-0.2277227722772277,0.4155415541554155,0.621062106210621,0.3517664266426643,2.47,0.00747660804816223,0.014285714365541935,0.0,0.0,1.0,False,False,False,0.5353535353535354,"LONG 1.00% NAV; factors +0.35 (for: liquidity +0.62, quality +0.59; against: surprise -0.23); short interest 0.7% of shares, days-to-cover 2.5; 8-K month: novelty 0.01",2021-01-01
62092,TMO,0.01,35,-0.15271527152715272,0.3363336333633364,-0.05610561056105615,0.8253825382538253,0.9801980198019802,0.6501650165016502,0.0,0.4368811881188118,1.45,0.005932900198064768,0.712950587272644,0.010015908628702164,0.014294959604740143,2.0,False,False,False,-0.30303030303030304,"LONG 1.00% NAV; factors +0.44 (for: surprise +0.98, quality +0.83; against: value -0.15); short interest 0.6% of shares, days-to-cover 1.4; 8-K month: novelty 0.71",2021-01-01
62148,CSX,0.01,20,0.10651065106510649,0.3171317131713171,0.24812481248124815,0.6102610261026102,-0.08550855085508546,0.597959795979598,-0.04410441044104407,0.28056555655565557,2.45,0.011961255570117955,0.13555555045604706,0.00035908384597860277,0.0015625000232830644,2.0,False,False,False,0.338047138047138,"LONG 1.00% NAV; factors +0.28 (for: quality +0.61, volatility_beta +0.60; against: surprise -0.09); short interest 1.2% of shares, days-to-cover 2.5; 8-K month: novelty 0.14",2021-01-01
62498,WST,0.01,35,-0.47494749474947495,0.4479447944794479,-0.14491449144914492,0.7196219621962197,0.6651665166516652,0.4671467146714671,-0.0594059405940594,0.3208258325832583,1.33,0.007981292355972783,0.05980066582560539,0.0,0.0,1.0,False,False,False,0.49898989898989904,"LONG 1.00% NAV; factors +0.32 (for: quality +0.72, surprise +0.67; against: value -0.47); short interest 0.8% of shares, days-to-cover 1.3; 8-K month: novelty 0.06",2021-01-01
64194,CHE,0.01,35,-0.0951095109510951,0.5997599759975998,0.3201320132013202,0.8775877587758776,0.13321332133213326,0.18931893189318927,0.378037803780378,0.3443594359435943,2.8,0.01135337261785356,,,,0.0,False,False,False,0.0,"LONG 1.00% NAV; factors +0.34 (for: quality +0.88, profitability +0.60; against: value -0.10); short interest 1.1% of shares, days-to-cover 2.8",2021-01-01
65307,RPM,0.01,15,-0.054305430543054256,0.4671467146714672,0.22172217221722168,0.5814581458145814,0.738973897389739,0.5181518151815182,0.3816381638163816,0.3883513351335134,3.0,0.008027344020563812,,,,0.0,False,False,False,0.0,"LONG 1.00% NAV; factors +0.39 (for: surprise +0.74, quality +0.58; against: value -0.05); short interest 0.8% of shares, days-to-cover 3.0",2021-01-01
65402,AOS,0.01,20,0.2127212721272127,0.46234623462346236,0.48994899489948995,0.43564356435643564,0.47614761476147616,0.5043504350435043,-0.07020702070207019,0.3295079507950795,3.35,0.024878845159861183,,,,0.0,False,False,False,0.0,"LONG 1.00% NAV; factors +0.33 (for: volatility_beta +0.50, investment_issuance_accruals +0.49; against: liquidity -0.07); short interest 2.5% of shares, days-to-cover 3.4",2021-01-01
66181,HD,0.01,25,-0.05070507050705068,0.7263726372637264,0.20792079207920797,0.24482448244824478,0.6750675067506751,0.5985598559855986,-0.009000900090008979,0.4021902190219022,1.72,0.007047232911728672,0.5382436513900757,0.0037639415822923183,0.00699300691485405,1.0,False,False,False,-0.032323232323232344,"LONG 1.00% NAV; factors +0.40 (for: profitability +0.73, surprise +0.68; against: value -0.05); short interest 0.7% of shares, days-to-cover 1.7; 8-K month: novelty 0.54",2021-01-01
68196,SEIC,0.01,40,0.24692469246924695,0.5307530753075308,0.43534353435343537,0.13501350135013507,-0.30153015301530156,0.34233423342334235,0.5274527452745275,0.31030603060306033,2.3,0.008421901587213032,0.07821229100227356,0.0,0.0,1.0,False,False,False,0.48282828282828283,"LONG 1.00% NAV; factors +0.31 (for: profitability +0.53, liquidity +0.53; against: surprise -0.30); short interest 0.8% of shares, days-to-cover 2.3; 8-K month: novelty 0.08",2021-01-01
75342,MTH,0.01,25,0.8247824782478247,0.19351935193519354,0.35793579357935795,0.8519351935193519,0.594959495949595,-0.6507650765076508,-0.0738073807380738,0.2637826282628262,3.66,0.037622062107837924,0.2760416567325592,0.004381613805890083,0.01587301678955555,1.0,False,False,False,0.09023569023569027,"LONG 1.00% NAV; factors +0.26 (for: quality +0.85, value +0.82; against: volatility_beta -0.65); short interest 3.8% of shares, days-to-cover 3.7; 8-K month: novelty 0.28",2021-01-01
75510,ADBE,0.01,45,-0.408940894089409,0.8283828382838285,-0.21152115211521152,0.873987398739874,0.3267326732673267,0.4401440144014402,-0.2403240324032403,0.30186768676867687,1.75,0.010251630480167015,0.18982118368148804,0.001438039354979992,0.007575757801532745,1.0,False,False,False,0.2572390572390572,"LONG 1.00% NAV; factors +0.30 (for: quality +0.87, profitability +0.83; against: value -0.41); short interest 1.0% of shares, days-to-cover 1.8; 8-K month: novelty 0.19",2021-01-01
76076,CSCO,0.01,45,0.294929492949295,0.6615661566156615,0.26372637263726373,0.819081908190819,-0.5985598559855986,0.7065706570657065,-0.18631863186318626,0.31983198319831985,2.25,0.008910323809127126,0.420265793800354,0.008011999540030956,0.014263924211263657,2.0,False,False,False,-0.42356902356902354,"LONG 1.00% NAV; factors +0.32 (for: quality +0.82, volatility_beta +0.71; against: surprise -0.60); short interest 0.9% of shares, days-to-cover 2.2; 8-K month: novelty 0.42",2021-01-01
76095,HOLX,0.01,35,0.09090909090909094,0.7323732373237325,-0.12871287128712874,0.7416741674167416,0.9135913591359135,-0.08670867086708667,-0.24752475247524747,0.2972922292229223,2.78,0.018443168709094796,,,,0.0,False,False,False,0.0,"LONG 1.00% NAV; factors +0.30 (for: surprise +0.91, quality +0.74; against: liquidity -0.25); short interest 1.8% of shares, days-to-cover 2.8",2021-01-01
76709,IDXX,0.01,35,-0.6087608760876088,0.8655865586558655,-0.14791479147914788,0.7007200720072007,0.8433843384338434,0.6015601560156015,0.08820882088208826,0.3867949294929493,1.87,0.008011012416763216,,,,0.0,False,False,False,0.0,"LONG 1.00% NAV; factors +0.39 (for: profitability +0.87, surprise +0.84; against: value -0.61); short interest 0.8% of shares, days-to-cover 1.9",2021-01-01
76744,VRTX,0.01,35,0.045304530453045354,0.8637863786378638,-0.3495349534953496,0.8901890189018902,0.4833483348334834,0.7071707170717071,-0.2781278127812781,0.36536153615361533,2.31,0.012486882912001231,,,,0.0,False,False,False,0.0,"LONG 1.00% NAV; factors +0.37 (for: quality +0.89, profitability +0.86; against: investment_issuance_accruals -0.35); short interest 1.2% of shares, days-to-cover 2.3",2021-01-01
77496,MHK,0.01,25,0.7005700570057005,-0.15631563156315634,0.4473447344734473,0.04410441044104413,0.5211521152115212,-0.44254425442544254,-0.2988298829882988,0.19228172817281725,1.95,0.018138878355033076,,,,0.0,False,False,False,0.0,"LONG 1.00% NAV; factors +0.19 (for: value +0.70, surprise +0.52; against: volatility_beta -0.44); short interest 1.8% of shares, days-to-cover 1.9",2021-01-01
77520,AGCO,0.01,20,0.2853285328532853,-0.07590759075907594,0.5871587158715872,0.4450945094509451,0.8244824482448245,-0.4347434743474347,0.008100810081008047,0.3022614761476147,1.81,0.016775754339118824,0.9640198349952698,0.007054343819618225,0.0028248587623238564,4.0,False,False,False,-0.4713804713804714,"LONG 1.00% NAV; factors +0.30 (for: surprise +0.82, investment_issuance_accruals +0.59; against: volatility_beta -0.43); short interest 1.7% of shares, days-to-cover 1.8; 8-K month: novelty 0.96",2021-01-01
77661,DHI,0.01,25,0.47674767476747676,0.3309330933093309,-0.3159315931593159,0.6197119711971197,0.9666966696669667,-0.3837383738373838,-0.38973897389738976,0.2604072907290729,1.81,0.013596631626292073,,,,0.0,False,False,False,0.0,"LONG 1.00% NAV; factors +0.26 (for: surprise +0.97, quality +0.62; against: liquidity -0.39); short interest 1.4% of shares, days-to-cover 1.8",2021-01-01
79103,ORLY,0.01,25,0.013501350135013523,0.7671767176717671,0.22592259225922592,0.17911791179117914,0.801980198019802,0.7047704770477048,-0.32313231323132313,0.35107260726072603,2.61,0.018666549498755677,,,,0.0,False,False,False,0.0,"LONG 1.00% NAV; factors +0.35 (for: surprise +0.80, profitability +0.77; against: liquidity -0.32); short interest 1.9% of shares, days-to-cover 2.6",2021-01-01
79637,UHS,0.01,35,0.7491749174917492,-0.054905490549054914,0.4653465346534653,0.11971197119711968,0.5292529252925292,0.17671767176717676,-0.09720972097209724,0.285966096609661,2.71,0.017717731974679636,0.8640000224113464,0.019047154113650322,0.02204531617462635,1.0,True,True,False,-0.8666666666666666,"LONG 1.00% NAV; factors +0.29 (for: value +0.75, surprise +0.53; against: liquidity -0.10); short interest 1.8% of shares, days-to-cover 2.7; text flags (advisory, not traded): novel_distress, hard_abrupt",2021-01-01
